sample_id,source_image_name,sample_index,foreground_dice,cytoplasm_dice,nucleus_dice,gt_cytoplasm_area,pred_cytoplasm_area,gt_nucleus_area,pred_nucleus_area,n_nucleus_instances,n_cytoplasm_instances,selected_cytoplasm_instance_index,selected_nucleus_instance_index,n_candidate_nuclei_in_crop,crowding_flag,gt_nc_ratio,pred_nc_ratio,abs_error_nc_ratio,interval_lower_nc_ratio,interval_upper_nc_ratio,interval_width_nc_ratio,covered_nc_ratio,gt_circularity,pred_circularity,abs_error_circularity,interval_lower_circularity,interval_upper_circularity,interval_width_circularity,covered_circularity
Cx22-Multi-Test:000076,00552,75,0.3242991650432858,0.3581631427465669,0.2904351873400047,55645,169152,3858,4736,16,16,9,9,4,True,0.06933237487644892,0.027998486568293606,0.041333888308155306,0.0,0.5269440506769817,0.5269440506769817,True,0.8168107559866592,0.26996481711081566,0.5468459388758435,0.01754320275612209,0.5223864314655092,0.5048432287093871,False
Cx22-Multi-Test:000077,00553,76,0.08730049744696555,0.15106652603143045,0.02353446886250067,28679,103104,547,18064,9,9,1,1,1,False,0.019073189441751806,0.17520173805090006,0.15612854860914827,0.0,0.6741473021595881,0.6741473021595881,True,0.7020298782983747,0.15582005444507505,0.5462098238532996,0.0,0.40824166879976864,0.40824166879976864,False
Cx22-Multi-Test:000078,00553,77,0.05339524302720812,0.0670876698561371,0.03970281619827915,38215,154816,693,33360,5,5,2,2,1,False,0.018134240481486326,0.21548160396858207,0.19734736348709575,0.0,0.7144271680772701,0.7144271680772701,True,0.6812075320470733,0.49826543166352716,0.18294210038354614,0.2458438173088336,0.7506870460182207,0.5048432287093871,True
Cx22-Multi-Test:000079,00556,78,0.14876714305837335,0.18750233723495754,0.11003194888178913,29822,130624,1490,14160,9,9,2,2,1,False,0.04996311447924351,0.10840274375306222,0.05843962927381871,0.0,0.6073483078617503,0.6073483078617503,True,0.8075855912699452,0.5497884226168106,0.2577971686531346,0.29736680826211703,0.8022100369715042,0.5048432287093871,False
Cx22-Multi-Test:000080,00557,79,0.2000014484802576,0.29209251744519743,0.10791037951531779,57790,140832,1758,20112,13,13,11,11,1,False,0.030420487973697872,0.14280845262440353,0.11238796465070566,0.0,0.6417540167330916,0.6417540167330916,True,0.8088789923416608,0.5184571280319142,0.2904218643097466,0.26603551367722067,0.7708787423866078,0.5048432287093871,False
Cx22-Multi-Test:000081,00557,80,0.209544583752857,0.2989799773328296,0.12010919017288443,53760,158000,1303,4192,8,8,5,5,2,True,0.02423735119047619,0.026531645569620253,0.002294294379144062,0.0,0.5254772096783084,0.5254772096783084,True,0.8113157820911454,0.3860543531102163,0.4252614289809291,0.13363273875552273,0.6384759674649099,0.5048432287093871,False
Cx22-Multi-Test:000082,00558,81,0.18301257746319968,0.2194107173214749,0.14661443760492446,29251,82512,1223,7712,11,11,9,9,2,True,0.04181053639191822,0.09346519294163273,0.05165465654971451,0.0,0.5924107570503208,0.5924107570503208,True,0.8515629145714333,0.5825505968652782,0.2690123177061551,0.33012898251058465,0.8349722112199718,0.5048432287093871,False
Cx22-Multi-Test:000083,00562,82,0.22430830114352304,0.3252280203349282,0.12338858195211787,37024,69984,1474,14816,16,16,3,11,1,False,0.03981201382886776,0.211705532693187,0.17189351886431925,0.0,0.7106510968018751,0.7106510968018751,True,0.81371932186814,0.33450562574328807,0.47921369612485193,0.0820840113885945,0.5869272400979817,0.5048432287093871,False
Cx22-Multi-Test:000084,00563,83,0.29935625334068383,0.4021911152379451,0.19652139144342262,42405,128832,1092,8912,6,6,1,3,1,False,0.025751680226388397,0.06917536015896672,0.04342367993257833,0.0,0.5681209242676548,0.5681209242676548,True,0.8047488908824174,0.3206785554458546,0.4840703354365628,0.06825694109116104,0.5731001698005482,0.5048432287093871,False
Cx22-Multi-Test:000085,00564,84,0.1745321726051719,0.2811776864145941,0.0678866587957497,48748,129296,1076,9088,19,19,14,1,2,True,0.022072700418478707,0.07028833065214701,0.0482156302336683,0.0,0.5692338947608351,0.5692338947608351,True,0.8658143103009487,0.5989393501999951,0.2668749601009536,0.34651773584530154,0.8513609645546887,0.5048432287093871,False
Cx22-Multi-Test:000086,00565,85,0.10912514398808948,0.17495155760918168,0.04329873036699726,52784,161904,1081,24832,26,26,22,21,2,True,0.020479690815398605,0.153374839411009,0.13289514859561039,0.0,0.652320403519697,0.652320403519697,True,0.7192256688326983,0.35376444464254075,0.3654612241901576,0.10134283028784719,0.6061860589972343,0.5048432287093871,False
Cx22-Multi-Test:000087,00568,86,0.2899764612054078,0.46029067874374685,0.11966224366706876,38988,96144,1089,3056,18,18,11,9,2,True,0.027931671283471838,0.03178565485105675,0.0038539835675849114,0.0,0.5307312189597448,0.5307312189597448,True,0.8850546283076364,0.6631191121837526,0.22193551612388374,0.41069749782905907,0.9155407265384462,0.5048432287093871,True
Cx22-Multi-Test:000088,00569,87,0.17633861103183654,0.2232036045302595,0.12947361753341358,36150,142736,1531,14256,17,17,2,4,1,False,0.04235131396957123,0.0998766954377312,0.05752538146815997,0.0,0.5988222595464192,0.5988222595464192,True,0.3962048799522052,0.5370636885415642,0.14085880858935895,0.2846420741868706,0.7894853028962577,0.5048432287093871,True
Cx22-Multi-Test:000089,00570,88,0.1553613161638517,0.19049036544850498,0.12023226687919845,52941,135184,2094,15472,9,9,6,7,1,False,0.03955346517821726,0.11445141436856433,0.07489794919034706,0.0,0.6133969784772524,0.6133969784772524,True,0.7752199060333549,0.5186779889900396,0.2565419170433153,0.266256374635346,0.7710996033447332,0.5048432287093871,False
Cx22-Multi-Test:000090,00572,89,0.15002164433159904,0.21647903981777564,0.08356424884542243,48280,134352,1301,17104,10,10,9,9,1,False,0.026946975973487986,0.12730737168036205,0.10036039570687406,0.0,0.6262529357890501,0.6262529357890501,True,0.8002805275343048,0.334603524544276,0.4656770029900288,0.08218191018958243,0.5870251388989696,0.5048432287093871,False
Cx22-Multi-Test:000091,00575,90,0.3671185633141724,0.3485793359613266,0.3856577906670182,71030,148656,5653,13312,9,9,8,6,3,True,0.07958609038434464,0.08954902593908083,0.009962935554736194,0.0,0.5884945900477689,0.5884945900477689,True,0.8324667146744292,0.24064526398675268,0.5918214506876766,0.0,0.49306687834144625,0.49306687834144625,False
Cx22-Multi-Test:000092,00576,91,0.12781016487731003,0.18807244736994244,0.06754788238467764,34873,86208,855,17680,9,9,1,0,2,True,0.02451753505577381,0.2050853749072012,0.18056783985142738,0.0,0.7040309390158892,0.7040309390158892,True,0.8182417982490445,0.3219653269694505,0.496276471279594,0.06954371261475695,0.574386941324144,0.5048432287093871,False
Cx22-Multi-Test:000093,00576,92,0.22611605840029014,0.37227743524356804,0.07995468155701221,46975,124784,837,11520,7,7,4,5,1,False,0.017817988291644493,0.09231952814463393,0.07450153985298943,0.0,0.591265092253322,0.591265092253322,True,0.8299692850854005,0.6261331918802088,0.2038360932051917,0.3737115775255152,0.8785548062349023,0.5048432287093871,True
Cx22-Multi-Test:000094,00577,93,0.18318084278179242,0.274255737704918,0.09210594785866681,73617,117008,2386,36048,12,12,5,9,2,True,0.032410992026298276,0.30808149870094353,0.27567050667464527,0.0,0.8070270628096317,0.8070270628096317,True,0.8266835442697695,0.29963602538842776,0.5270475188813417,0.047214411033734194,0.5520576397431214,0.5048432287093871,False
Cx22-Multi-Test:000095,00578,94,0.3757274018593889,0.5224587466972431,0.22899605702153472,37426,82928,1426,5168,10,10,9,4,2,True,0.03810185432586972,0.06231912020065599,0.024217265874786273,0.0,0.5612646843093441,0.5612646843093441,True,0.7803945168993935,0.5110469616838869,0.2693475552155067,0.2586253473291933,0.7634685760385804,0.5048432287093871,False
Cx22-Multi-Test:000096,00579,95,0.34441485733231775,0.48598540328739,0.2028443113772455,58962,100800,1584,6432,17,17,8,4,1,False,0.026864760354126386,0.06380952380952382,0.036944763455397434,0.0,0.5627550879182119,0.5627550879182119,True,0.8185820856206886,0.32570533745340446,0.4928767481672841,0.0732837230987109,0.578126951808098,0.5048432287093871,False
Cx22-Multi-Test:000097,00580,96,0.21374840332485562,0.2847083661303215,0.1427884405193897,60127,103760,3161,19712,11,11,2,6,2,True,0.05257205581519118,0.18997686969930608,0.1374048138841149,0.0,0.6889224338079941,0.6889224338079941,True,0.7166241849628461,0.1953216078363517,0.5213025771264944,0.0,0.44774322219104523,0.44774322219104523,False
Cx22-Multi-Test:000098,00581,97,0.10676621332788949,0.1745985358797142,0.0389338907760648,29626,107248,422,7232,7,7,6,2,2,True,0.0142442449200027,0.06743249291362077,0.05318824799361807,0.0,0.5663780570223088,0.5663780570223088,True,0.8628202946913419,0.555375433186935,0.30744486150440686,0.3029538188322415,0.8077970475416286,0.5048432287093871,False
Cx22-Multi-Test:000099,00582,98,0.09003108479014145,0.14873057689098787,0.031331592689295036,80551,117216,2388,32848,8,8,4,2,2,True,0.02964581445295527,0.2802347802347802,0.25058896578182493,0.0,0.7791803443434683,0.7791803443434683,True,0.7730139093804278,0.38629896496512,0.3867149444153078,0.13387735061042644,0.6387205793198136,0.5048432287093871,False
Cx22-Multi-Test:000100,00584,99,0.19329456879376303,0.28852135171486215,0.09806778587266392,49296,141040,1993,13792,13,13,6,11,1,False,0.04042924375202856,0.09778786159954622,0.05735861784751766,0.0,0.5967334257082343,0.5967334257082343,True,0.8017585217479589,0.5712865274422738,0.2304719943056851,0.31886491308758025,0.8237081417969674,0.5048432287093871,True
